CustomerID,Age,Gender,Country,TenureMonths,MonthlySpend,SupportTickets,ContractType,PaymentMethod,Churn
1433,62,Female,india,15.0,130.6,0.0,,crypto,No
1434,38,,UK,49.0,3953.0,1.0,,,No
1435,38,,,54.0,35.45,2.0,monthly,crypto,Yes
1436,26,M,Canada,53.0,87.87,,Monthly,Bank Transfer,Yes
1437,20,,UK,28.0,111.54,2.0,,Credit Card,No
1438,28,Female,,48.0,77.65,2.0,,crypto,Yes
1439,24,M,Canada,4.0,69.63,0.0,,Bank Transfer,No
1440,18,Male,UK,1.0,75.37,2.0,Monthly,PayPal,Yes
1441,64,F,india,31.0,92.92,2.0,Monthly,Bank Transfer,Yes
1442,22,F,Canada,8.0,42.97,3.0,,PayPal,Yes
1443,,M,,30.0,62.23,0.0,,PayPal,Yes
1444,20,,Usa,11.0,26.98,1.0,monthly,crypto,Yes
1445,47,M,Australia,42.0,,1.0,Yearly,Bank Transfer,No
1446,unknown,F,,37.0,4026.0,2.0,Monthly,,No
1447,64,F,Australia,52.0,43.38,0.0,Yearly,Bank Transfer,Yes
1448,49,,,48.0,158.99,1.0,monthly,crypto,Yes
1449,40,M,USA,51.0,25.83,3.0,Yearly,Bank Transfer,Yes
1450,38,Male,UK,46.0,46.56,2.0,Monthly,PayPal,Yes
1451,41,M,Australia,35.0,102.39,1.0,Monthly,Bank Transfer,Yes
1452,53,Male,Canada,51.0,101.31,1.0,monthly,crypto,Yes
1453,41,Female,Australia,58.0,105.65,,,,Yes
1454,22,F,Australia,17.0,95.71,0.0,Monthly,,Yes
1455,44,Female,Canada,53.0,88.14,2.0,,Bank Transfer,Yes
1456,38,Male,Australia,54.0,844.0,4.0,,PayPal,No
1457,36,F,USA,26.0,88.4,4.0,Monthly,Credit Card,No
1458,55,Male,UK,11.0,99.19,2.0,monthly,crypto,Yes
1459,,,UK,17.0,58.24,5.0,,,No
1460,62,M,Canada,35.0,74.08,4.0,,PayPal,Yes
1461,55,M,india,3.0,4644.0,3.0,Monthly,,No
1462,33,,USA,50.0,138.71,2.0,,,Yes
1463,38,,Canada,16.0,72.76,3.0,Yearly,PayPal,Yes
1464,47,Male,USA,47.0,116.28,0.0,,Bank Transfer,Yes
1465,30,Male,USA,40.0,36.81,5.0,Monthly,crypto,Yes
1466,40,F,,9.0,51.21,1.0,Monthly,,Yes
1467,28,Female,india,35.0,109.25,4.0,,,Yes
1468,36,,Usa,59.0,91.72,0.0,,,No
1469,51,Female,india,42.0,103.79,1.0,,Bank Transfer,No
1470,19,M,Australia,2.0,109.44,2.0,,,Yes
1471,40,,Canada,14.0,117.07,,Monthly,Bank Transfer,Yes
1472,46,M,USA,39.0,33.78,,monthly,,Yes
1473,39,Female,UK,31.0,76.02,3.0,monthly,Credit Card,No
1474,25,Male,Usa,54.0,86.29,3.0,,Credit Card,No
1475,,F,USA,30.0,65.25,1.0,,crypto,Yes
1476,40,,,8.0,3633.0,1.0,monthly,,Yes
1477,51,Female,USA,11.0,26.93,1.0,,,Yes
1478,48,F,UK,49.0,61.21,2.0,,Bank Transfer,Yes
1479,67,,UK,8.0,80.46,0.0,,PayPal,Yes
1480,22,F,Canada,44.0,54.25,0.0,monthly,Bank Transfer,Yes
1481,18,Male,,43.0,113.77,2.0,,,Yes
1482,53,Female,UK,18.0,75.21,3.0,Monthly,PayPal,Yes
1483,40,Male,Canada,26.0,108.35,,Yearly,,Yes
1484,38,M,india,21.0,74.94,1.0,Monthly,crypto,Yes
1485,21,Female,,47.0,85.98,2.0,Monthly,crypto,No
1486,36,M,,12.0,7.24,2.0,,,Yes
1487,31,,india,35.0,79.09,1.0,Monthly,Credit Card,Yes
1488,58,F,Australia,13.0,3382.0,2.0,,Bank Transfer,Yes
1489,28,Male,india,54.0,70.4,2.0,Yearly,Credit Card,No
1490,62,,Usa,45.0,57.74,3.0,,Bank Transfer,No
1491,38,Female,india,28.0,67.46,2.0,,PayPal,No
1492,60,Female,Usa,35.0,110.06,2.0,Monthly,PayPal,No
1493,27,Male,,46.0,95.52,3.0,monthly,PayPal,Yes
1494,31,,india,10.0,99.77,3.0,Monthly,Bank Transfer,Yes
1495,43,,,38.0,71.73,2.0,,crypto,Yes
1496,34,F,,40.0,57.11,2.0,Yearly,PayPal,Yes
1497,24,F,,32.0,84.07,1.0,,crypto,Yes
1498,24,,Canada,52.0,108.67,4.0,Monthly,,Yes
1499,49,Male,UK,11.0,137.57,3.0,,,Yes
1500,21,M,,40.0,76.9,2.0,Monthly,,Yes
1501,43,Male,Usa,40.0,30.7,5.0,,PayPal,No
1502,58,Female,Australia,17.0,60.14,1.0,monthly,Bank Transfer,Yes
1503,27,Male,Usa,59.0,62.07,1.0,,,Yes
1504,25,Female,Canada,40.0,113.69,3.0,Yearly,,Yes
1505,48,F,Canada,41.0,95.53,4.0,,Bank Transfer,Yes
1506,50,,,,111.07,6.0,,crypto,No
1507,63,Male,UK,13.0,56.43,3.0,Yearly,Credit Card,Yes
1508,62,Male,UK,43.0,54.84,4.0,Monthly,Credit Card,Yes
1509,21,,Canada,35.0,92.08,3.0,Yearly,crypto,No
1510,29,M,Canada,11.0,104.7,1.0,,Credit Card,No
1511,35,M,Canada,26.0,77.58,0.0,Monthly,,Yes
1512,61,,Canada,51.0,55.33,4.0,,Bank Transfer,Yes
1513,59,,Usa,8.0,119.51,2.0,monthly,PayPal,Yes
1514,60,Male,Usa,39.0,96.87,4.0,monthly,Bank Transfer,Yes
1515,,M,Canada,21.0,92.52,1.0,Monthly,Credit Card,No
1516,19,,USA,55.0,65.9,1.0,,crypto,Yes
1517,20,,Australia,44.0,87.98,1.0,,,Yes
1518,26,,Usa,54.0,102.33,1.0,monthly,Credit Card,Yes
1519,46,F,Usa,7.0,74.56,2.0,Monthly,Bank Transfer,No
1520,52,Male,Australia,35.0,83.02,2.0,,Bank Transfer,Yes
1521,37,Female,USA,53.0,97.63,2.0,Yearly,Bank Transfer,No
1522,43,M,UK,45.0,94.61,2.0,Yearly,PayPal,Yes
1523,62,,USA,,99.73,4.0,Monthly,Bank Transfer,No
1524,43,,Usa,51.0,53.04,5.0,monthly,PayPal,Yes
1525,32,F,Usa,50.0,40.09,,,,Yes
1526,58,M,Canada,48.0,106.61,1.0,Monthly,Bank Transfer,No
1527,21,Male,Australia,58.0,67.38,4.0,,PayPal,No
1528,53,Female,Usa,34.0,60.41,3.0,,,Yes
1529,69,,Australia,23.0,116.4,3.0,,PayPal,Yes
1530,23,M,Canada,37.0,54.01,1.0,monthly,crypto,No
1531,,M,Australia,3.0,99.37,1.0,Yearly,,Yes
1532,21,Male,Canada,28.0,113.21,3.0,,crypto,Yes
1533,47,F,Australia,37.0,52.78,2.0,,,No
1534,65,,Usa,59.0,101.16,1.0,,,No
1535,33,F,UK,59.0,57.47,2.0,,crypto,No
1536,51,Male,UK,9.0,103.26,3.0,Monthly,PayPal,Yes
1537,38,,india,37.0,38.14,0.0,monthly,crypto,No
1538,18,,india,25.0,43.83,1.0,,Credit Card,Yes
1539,23,M,USA,1.0,74.57,0.0,,,No
1540,56,F,india,57.0,105.17,1.0,monthly,crypto,Yes
1541,23,Female,UK,,61.48,6.0,,PayPal,Yes
1542,20,F,,26.0,93.63,2.0,,,No
1543,69,F,india,,63.96,0.0,monthly,crypto,No
1544,,F,Usa,14.0,81.62,3.0,,Bank Transfer,No
1545,22,,USA,27.0,167.7,1.0,,,No
1546,65,,,,85.61,2.0,monthly,crypto,No
1547,39,M,UK,51.0,86.9,1.0,,Bank Transfer,Yes
1548,31,,USA,56.0,80.81,,,Credit Card,Yes
1549,50,M,Canada,49.0,83.06,,Monthly,,Yes
1550,28,,Australia,5.0,117.49,2.0,Yearly,,Yes
1551,50,Female,india,50.0,34.55,2.0,,PayPal,No
1552,19,,Usa,30.0,96.23,3.0,Monthly,PayPal,No
1553,36,,,54.0,75.4,5.0,monthly,PayPal,No
1554,,F,Australia,10.0,73.09,3.0,,,No
1555,29,,,7.0,52.27,1.0,,crypto,No
1556,42,,Usa,35.0,52.34,3.0,Yearly,Bank Transfer,Yes
1557,46,Male,Australia,47.0,49.88,2.0,monthly,Bank Transfer,Yes
1558,,Male,india,19.0,124.96,1.0,Monthly,Credit Card,Yes
1559,20,,india,6.0,117.43,2.0,monthly,crypto,Yes
1560,65,M,,6.0,46.32,3.0,Yearly,Credit Card,No
1561,27,M,USA,53.0,52.47,3.0,Yearly,,No
1562,39,Female,india,36.0,111.42,1.0,monthly,Credit Card,Yes
1563,21,M,,7.0,115.09,1.0,Monthly,,No
1564,18,F,india,,113.73,1.0,,,Yes
1565,unknown,,,38.0,69.98,0.0,monthly,,No
1566,67,,USA,27.0,54.07,3.0,monthly,,Yes
1567,46,F,Usa,59.0,75.77,1.0,monthly,crypto,Yes
1568,45,Female,UK,17.0,138.96,2.0,,Credit Card,No
1569,40,F,USA,47.0,96.19,1.0,Monthly,PayPal,No
1570,50,,UK,57.0,72.61,1.0,,,Yes
1571,50,Male,UK,11.0,100.93,2.0,monthly,Credit Card,No
1572,35,Male,,38.0,75.98,2.0,Monthly,PayPal,No
1573,55,,Usa,1.0,7.78,2.0,monthly,PayPal,Yes
1574,63,Male,Canada,42.0,38.72,5.0,,PayPal,Yes
1575,38,,india,2.0,69.81,2.0,Monthly,PayPal,Yes
1576,57,M,Australia,36.0,45.39,3.0,Yearly,,No
1577,30,Female,india,4.0,83.41,2.0,Monthly,,No
1578,unknown,Female,UK,4.0,59.57,1.0,,,Yes
1579,18,Female,Canada,38.0,52.95,1.0,,crypto,Yes
1580,22,Male,Usa,49.0,96.28,3.0,,Credit Card,Yes
1581,22,Female,UK,1.0,48.83,1.0,,,No
1582,59,M,UK,23.0,105.72,0.0,Yearly,crypto,Yes
1583,41,Male,Australia,25.0,54.0,3.0,Yearly,crypto,Yes
1584,63,Female,Canada,42.0,37.7,1.0,,crypto,No
1585,26,M,india,6.0,56.58,2.0,,,Yes
1586,22,F,,42.0,70.27,2.0,,,Yes
1587,26,Female,india,29.0,104.09,3.0,Monthly,Credit Card,No
1588,65,F,india,23.0,127.85,3.0,,PayPal,Yes
1589,unknown,,Australia,30.0,66.0,0.0,Monthly,Credit Card,No
1590,60,F,,32.0,71.57,1.0,Yearly,,No
1591,53,,Australia,34.0,1079.0,2.0,,Credit Card,No
1592,64,,india,54.0,54.0,4.0,monthly,,Yes
1593,50,M,USA,19.0,43.23,3.0,Yearly,,Yes
1594,51,Female,Canada,51.0,147.09,0.0,,,Yes
1595,64,M,Canada,13.0,121.53,5.0,monthly,Bank Transfer,No
1596,30,Male,Australia,5.0,102.47,6.0,,Bank Transfer,Yes
1597,46,Male,USA,53.0,113.26,3.0,Yearly,Bank Transfer,Yes
1598,26,Female,india,56.0,73.25,2.0,Yearly,crypto,No
1599,58,Male,Canada,7.0,128.76,1.0,,,No
1600,19,,,41.0,77.3,0.0,,crypto,No
1601,47,M,UK,57.0,110.7,3.0,Monthly,PayPal,No
1602,39,,UK,6.0,105.45,1.0,Yearly,PayPal,Yes
1603,66,,UK,45.0,12.59,3.0,monthly,Bank Transfer,Yes
1604,46,Female,india,59.0,77.99,0.0,Yearly,crypto,No
1605,31,,india,40.0,62.86,0.0,,,Yes
1606,21,F,Canada,59.0,66.42,2.0,,Credit Card,No
1607,,Female,Australia,49.0,76.1,2.0,,PayPal,No
1608,32,F,Usa,48.0,121.9,3.0,monthly,,Yes
1609,54,Female,Usa,19.0,92.44,2.0,monthly,Bank Transfer,No
1610,26,,Australia,28.0,47.02,2.0,,,No
1611,43,Male,UK,36.0,69.45,3.0,Monthly,,No
1612,30,M,Australia,11.0,54.57,1.0,Yearly,PayPal,No
1613,19,M,,30.0,60.44,5.0,Monthly,PayPal,No
1614,68,,Australia,26.0,96.97,2.0,Yearly,Credit Card,Yes
1615,20,Male,india,38.0,78.18,2.0,,,Yes
1616,49,Male,,28.0,27.05,2.0,Yearly,Bank Transfer,Yes
1617,32,,Canada,15.0,71.18,2.0,Yearly,,Yes
1618,37,Female,india,58.0,51.52,1.0,monthly,,No
1619,39,Female,USA,6.0,123.04,5.0,Yearly,Credit Card,Yes
1620,42,Female,,56.0,82.04,3.0,,,Yes
1621,25,Male,,11.0,3352.0,8.0,,,No
1622,44,,,35.0,27.25,4.0,monthly,PayPal,Yes
1623,47,,,48.0,99.15,1.0,Monthly,PayPal,Yes
1624,,,USA,14.0,87.19,1.0,Monthly,Credit Card,Yes
1625,60,Female,UK,58.0,94.52,4.0,monthly,,No
1626,46,,india,19.0,133.06,1.0,Monthly,,Yes
1627,36,Female,,23.0,65.24,4.0,,,No
1628,68,F,Usa,21.0,98.77,1.0,Yearly,,Yes
1629,28,M,USA,18.0,106.56,2.0,monthly,,Yes
1630,28,F,Canada,21.0,64.42,2.0,Yearly,,No
1631,39,Female,,19.0,84.6,3.0,Yearly,Credit Card,No
1632,39,,Usa,22.0,40.38,1.0,Monthly,,Yes
1633,67,M,UK,48.0,147.09,0.0,,Bank Transfer,No
1634,60,F,Canada,15.0,92.45,3.0,monthly,PayPal,No
1635,30,F,UK,2.0,93.9,3.0,Monthly,crypto,Yes
1636,25,,Canada,44.0,66.03,0.0,,crypto,No
1637,57,F,india,26.0,75.47,0.0,Monthly,crypto,Yes
1638,37,F,Australia,52.0,104.3,4.0,monthly,,Yes
1639,40,,Australia,24.0,47.66,1.0,,,No
1640,68,,USA,20.0,100.65,4.0,monthly,Bank Transfer,No
1641,56,Female,,53.0,49.36,4.0,monthly,crypto,Yes
1642,28,F,Canada,34.0,74.7,1.0,Monthly,,Yes
1643,69,Female,USA,15.0,33.54,2.0,,crypto,No
1644,,Male,Canada,8.0,28.93,2.0,Monthly,,Yes
1645,47,,Canada,56.0,66.12,0.0,Monthly,,Yes
1646,56,,Australia,28.0,121.08,0.0,,Credit Card,No
1647,54,,Australia,26.0,45.84,1.0,,Bank Transfer,No
1648,55,F,Australia,24.0,22.46,2.0,Monthly,,Yes
1649,55,,Australia,10.0,75.5,1.0,,,Yes
1650,52,Female,UK,44.0,77.14,0.0,monthly,Credit Card,Yes
1651,48,M,Usa,31.0,26.71,2.0,Yearly,PayPal,Yes
1652,51,F,Australia,9.0,63.8,,Yearly,Bank Transfer,Yes
1653,,M,Usa,55.0,47.24,4.0,Monthly,Credit Card,Yes
1654,35,Male,Australia,13.0,78.43,3.0,Yearly,PayPal,Yes
1655,35,Male,india,16.0,131.12,2.0,,Credit Card,Yes
1656,57,M,Canada,13.0,131.87,5.0,,PayPal,Yes
1657,55,M,Australia,38.0,82.23,2.0,Monthly,Bank Transfer,No
1658,20,M,,45.0,105.41,3.0,Monthly,,Yes
1659,23,Male,Usa,14.0,74.11,3.0,monthly,,Yes
1660,48,F,Australia,,64.06,2.0,monthly,Credit Card,Yes
1661,37,Female,Australia,39.0,94.52,4.0,Monthly,Bank Transfer,Yes
1662,69,F,Usa,13.0,56.98,1.0,Monthly,PayPal,No
1663,41,,Usa,58.0,53.71,,Monthly,,Yes
1664,43,Female,USA,47.0,77.91,2.0,Yearly,PayPal,Yes
1665,19,M,Australia,54.0,106.7,4.0,monthly,Bank Transfer,Yes
1666,47,F,Australia,18.0,62.02,4.0,,,Yes
1667,40,Female,Canada,52.0,46.7,5.0,monthly,PayPal,Yes
1668,33,,USA,,67.15,2.0,,Credit Card,Yes
1669,44,M,Canada,12.0,18.59,2.0,Yearly,Bank Transfer,Yes
1670,28,Female,USA,39.0,89.75,2.0,monthly,,No
1671,40,M,Usa,56.0,66.61,1.0,,Bank Transfer,Yes
1672,54,M,UK,45.0,82.94,2.0,,,Yes
1673,,F,Canada,21.0,118.88,4.0,Monthly,,Yes
1674,36,M,Australia,56.0,106.07,4.0,Monthly,Bank Transfer,Yes
1675,30,M,Usa,52.0,66.33,2.0,monthly,,No
1676,63,,Australia,19.0,47.35,0.0,,Credit Card,Yes
1677,45,Male,Australia,1.0,41.62,0.0,,Credit Card,No
1678,65,F,Australia,40.0,89.86,2.0,Monthly,PayPal,No
1679,44,,,9.0,80.83,2.0,Monthly,,Yes
1680,31,F,Usa,45.0,82.56,1.0,Monthly,crypto,No
1681,59,M,UK,,-9.73,6.0,monthly,,Yes
1682,32,,Australia,35.0,99.06,3.0,,PayPal,Yes
1683,40,M,Canada,4.0,46.48,2.0,Monthly,crypto,No
1684,42,F,USA,,64.13,2.0,Yearly,Credit Card,No
1685,50,M,Usa,52.0,48.3,2.0,Yearly,crypto,No
1686,69,,india,15.0,43.73,0.0,,,No
1687,22,F,Usa,6.0,72.85,5.0,,Credit Card,No
1688,39,F,Canada,40.0,101.97,1.0,,crypto,No
1689,66,Male,india,8.0,88.66,2.0,,Bank Transfer,No
1690,62,,USA,53.0,49.16,2.0,,Credit Card,Yes
1691,65,M,india,2.0,77.09,1.0,monthly,PayPal,Yes
1692,47,,Canada,11.0,51.44,,Monthly,Credit Card,Yes
1693,45,F,,58.0,82.32,1.0,,Bank Transfer,No
1694,38,Female,USA,56.0,67.08,0.0,Monthly,PayPal,No
1695,29,F,,1.0,75.62,1.0,,PayPal,No
1696,64,Female,Usa,1.0,94.58,3.0,,PayPal,Yes
1697,62,F,USA,16.0,33.58,2.0,,crypto,No
1698,,,india,13.0,77.95,2.0,Yearly,,Yes
1699,64,M,india,8.0,54.46,3.0,,,No
1700,52,Female,Canada,6.0,64.0,3.0,,,No
1701,23,,Usa,6.0,86.77,2.0,,,No
1702,31,Female,india,14.0,75.96,0.0,Yearly,PayPal,Yes
1703,36,F,Australia,43.0,58.8,,monthly,Bank Transfer,Yes
1704,52,,USA,17.0,43.28,2.0,,PayPal,No
1705,41,M,,17.0,100.27,5.0,,,Yes
1706,54,F,,48.0,58.83,1.0,,,Yes
1707,33,Male,UK,4.0,51.74,1.0,monthly,,No
1708,62,Male,UK,2.0,34.57,3.0,,crypto,Yes
1709,25,M,Canada,7.0,89.65,5.0,monthly,,Yes
1710,35,F,,50.0,58.01,2.0,,,No
1711,22,Male,Usa,30.0,134.54,3.0,Yearly,crypto,Yes
1712,40,,UK,6.0,99.64,2.0,,Bank Transfer,No
1713,37,,,6.0,65.8,,monthly,,Yes
1714,20,Female,india,42.0,77.17,4.0,,PayPal,No
1715,37,F,Usa,22.0,92.59,3.0,Yearly,Credit Card,No
1716,29,Female,USA,,9.87,1.0,monthly,,No
1717,27,Male,,19.0,39.0,4.0,Monthly,crypto,No
1718,unknown,M,UK,45.0,27.54,4.0,,,Yes
1719,42,,india,14.0,139.43,1.0,monthly,,Yes
1720,27,Male,UK,35.0,99.09,2.0,Yearly,crypto,Yes
1721,19,,Australia,12.0,64.68,0.0,,,No
1722,35,F,Usa,54.0,68.36,0.0,,PayPal,Yes
1723,52,Male,Usa,53.0,38.33,4.0,,Credit Card,Yes
1724,59,,UK,12.0,108.75,0.0,Monthly,PayPal,Yes
1725,43,M,Canada,59.0,21.01,3.0,monthly,Credit Card,Yes
1726,63,,Australia,40.0,74.49,1.0,,PayPal,Yes
1727,34,F,Usa,56.0,54.96,1.0,,crypto,No
1728,43,,USA,16.0,36.74,1.0,Yearly,,Yes
1729,24,,Canada,45.0,105.72,5.0,,,Yes
1730,30,F,india,42.0,59.93,3.0,Monthly,Bank Transfer,Yes
1731,19,,Australia,22.0,51.27,0.0,,Credit Card,No
1732,35,,Canada,5.0,89.41,2.0,monthly,PayPal,Yes
1733,46,M,Australia,36.0,116.32,3.0,Monthly,Bank Transfer,No
1734,36,M,Canada,38.0,102.84,4.0,,,Yes
1735,28,F,USA,37.0,45.62,0.0,Monthly,crypto,Yes
1736,unknown,,india,29.0,87.38,0.0,monthly,,No
1737,59,,UK,30.0,-8.59,3.0,Yearly,,No
1738,48,Male,USA,53.0,69.0,3.0,Yearly,Credit Card,Yes
1739,33,,Canada,46.0,124.93,0.0,,,No
1740,,,USA,43.0,60.25,0.0,,Bank Transfer,No
1741,24,M,Usa,26.0,68.23,1.0,monthly,PayPal,No
1742,34,,Canada,,37.84,,,Credit Card,Yes
1743,36,,Usa,26.0,78.93,1.0,Monthly,,Yes
1744,28,F,Usa,45.0,100.51,3.0,,PayPal,Yes
1745,33,Female,Australia,,78.34,2.0,monthly,PayPal,Yes
1746,58,,UK,16.0,71.41,3.0,,PayPal,Yes
1747,49,F,USA,57.0,16.55,1.0,,,Yes
1748,19,Male,UK,1.0,115.84,3.0,monthly,PayPal,Yes
1749,32,,india,12.0,107.62,1.0,Monthly,Bank Transfer,No
1750,56,Male,Usa,24.0,101.5,1.0,Yearly,Credit Card,No
1751,51,M,USA,58.0,16.8,1.0,Yearly,,No
1752,53,Female,UK,45.0,86.87,,,Credit Card,No
1753,49,F,UK,45.0,24.26,1.0,Yearly,Credit Card,No
1754,21,,USA,21.0,116.38,0.0,Monthly,PayPal,Yes
1755,23,M,india,12.0,132.04,2.0,monthly,crypto,No
1756,24,Female,,46.0,,3.0,,,Yes
1757,50,Male,Australia,53.0,88.61,,Monthly,,Yes
1758,40,,Canada,32.0,98.25,0.0,Yearly,Credit Card,Yes
1759,42,,Usa,31.0,162.98,2.0,Yearly,crypto,No
1760,42,Male,india,8.0,71.51,0.0,,Credit Card,No
1761,28,,UK,39.0,61.43,5.0,,,No
1762,18,M,india,58.0,20.38,4.0,Monthly,crypto,Yes
1763,52,,UK,5.0,72.28,5.0,monthly,,No
1764,55,Male,Canada,,44.54,0.0,,PayPal,No
1765,,Female,Canada,28.0,93.48,3.0,,PayPal,Yes
1766,69,M,USA,,156.64,1.0,Monthly,Bank Transfer,Yes
1767,36,M,Usa,48.0,60.73,0.0,,,Yes
1768,29,Female,,15.0,33.53,2.0,,,Yes
1769,60,,UK,19.0,87.74,2.0,monthly,PayPal,No
1770,59,F,,28.0,127.7,2.0,,Bank Transfer,No
1771,42,,Canada,12.0,97.22,3.0,,crypto,Yes
1772,63,F,,53.0,68.77,3.0,Yearly,Bank Transfer,No
1773,28,Male,Canada,32.0,75.33,3.0,,Bank Transfer,No
1774,40,M,,45.0,,2.0,monthly,,Yes
1775,36,,india,33.0,50.64,1.0,Monthly,Credit Card,No
1776,,Female,Usa,28.0,45.4,0.0,monthly,PayPal,Yes
1777,42,,india,51.0,2953.0,0.0,,crypto,Yes
1778,64,Female,,53.0,139.78,0.0,,,No
1779,40,Male,Canada,25.0,56.62,3.0,,crypto,Yes
1780,27,Female,Canada,57.0,3405.0,2.0,,,No
1781,51,Male,UK,4.0,134.22,2.0,,,No
1782,18,F,USA,7.0,109.88,3.0,,,No
1783,60,,UK,27.0,87.65,1.0,Monthly,crypto,No
1784,45,,USA,29.0,,2.0,,crypto,Yes
1785,65,F,Australia,46.0,77.73,3.0,Yearly,Bank Transfer,No
1786,28,Female,india,2.0,112.85,3.0,,Bank Transfer,Yes
1787,,Male,,23.0,93.01,1.0,,crypto,No
1788,61,M,Usa,8.0,75.73,2.0,monthly,crypto,Yes
1789,59,,Usa,33.0,122.22,1.0,Monthly,crypto,Yes
1790,47,M,Usa,27.0,105.23,0.0,Yearly,crypto,No
1791,46,M,USA,33.0,69.33,2.0,Yearly,Bank Transfer,Yes
1792,56,Male,Usa,53.0,74.68,3.0,Yearly,crypto,Yes
1793,,Female,Canada,4.0,39.33,1.0,Yearly,,No
1794,51,Female,UK,29.0,78.29,1.0,,PayPal,Yes
1795,unknown,M,UK,31.0,102.01,2.0,,PayPal,No
1796,66,,Usa,9.0,94.97,2.0,,Credit Card,Yes
1797,,Female,UK,7.0,96.9,1.0,Monthly,Bank Transfer,Yes
1798,36,Male,,10.0,65.67,0.0,,Credit Card,No
1799,64,,UK,38.0,42.35,2.0,Monthly,Bank Transfer,No
1800,37,M,USA,47.0,58.17,0.0,,Bank Transfer,Yes
1801,40,M,,16.0,80.28,4.0,,PayPal,No
1802,32,,Usa,7.0,143.11,0.0,Yearly,,No
1803,60,Male,Canada,,97.89,2.0,Yearly,,Yes
1804,29,Male,Canada,25.0,30.87,4.0,Yearly,Bank Transfer,No
1805,30,Female,Usa,43.0,83.59,1.0,monthly,PayPal,No
1806,45,Male,india,51.0,114.43,3.0,Yearly,,No
1807,51,Male,Usa,48.0,58.14,3.0,,,No
1808,47,Male,,45.0,70.19,2.0,Yearly,PayPal,Yes
1809,62,Female,UK,50.0,73.6,2.0,Yearly,PayPal,No
1810,64,M,india,57.0,109.71,4.0,Monthly,Bank Transfer,No
1811,18,F,india,51.0,92.74,2.0,,Credit Card,No
1812,36,M,india,18.0,61.86,3.0,monthly,crypto,No
1813,66,Male,Canada,37.0,104.77,1.0,Monthly,,No
1814,52,F,Usa,40.0,13.7,2.0,,Credit Card,Yes
1815,65,Female,,35.0,113.12,1.0,,,No
1816,61,Male,Usa,55.0,62.55,3.0,monthly,,Yes
1817,60,M,india,18.0,44.78,1.0,Yearly,Credit Card,Yes
1818,56,F,Australia,23.0,48.1,0.0,,PayPal,No
1819,64,,Usa,40.0,58.57,1.0,Monthly,Credit Card,No
1820,65,Female,Usa,20.0,48.73,2.0,Monthly,Credit Card,Yes
1821,57,F,Usa,48.0,116.79,0.0,Yearly,PayPal,No
1822,66,F,india,23.0,97.68,0.0,Yearly,Bank Transfer,No
1823,45,Male,,41.0,72.16,1.0,Monthly,Bank Transfer,Yes
1824,58,,,6.0,73.95,,,Credit Card,Yes
1825,28,F,india,14.0,89.6,0.0,monthly,,No
1826,20,M,Canada,55.0,59.85,0.0,Monthly,Bank Transfer,No
1827,unknown,,Australia,52.0,83.39,3.0,,Bank Transfer,Yes
1828,62,,,49.0,86.87,5.0,monthly,Credit Card,No
1829,18,,Canada,42.0,112.23,1.0,Monthly,Bank Transfer,No
1830,61,F,Usa,40.0,55.54,3.0,Yearly,,Yes
1831,65,,india,43.0,48.01,0.0,,crypto,Yes
1832,59,F,Usa,10.0,35.33,1.0,Monthly,Credit Card,No
1833,26,M,Australia,31.0,82.82,0.0,Monthly,,Yes
1834,57,F,USA,9.0,46.62,1.0,,Credit Card,No
1835,69,,Usa,5.0,49.09,3.0,Yearly,PayPal,No
1836,30,Male,Canada,4.0,99.48,0.0,monthly,PayPal,No
1837,63,Male,Canada,9.0,69.08,1.0,monthly,Bank Transfer,Yes
1838,54,Female,USA,42.0,80.01,2.0,monthly,PayPal,No
1839,69,M,UK,7.0,114.52,,monthly,Bank Transfer,Yes
1840,40,,Australia,39.0,81.02,4.0,Monthly,Bank Transfer,Yes
1841,67,,,20.0,83.34,1.0,,,No
1842,19,Female,USA,25.0,95.93,1.0,,crypto,Yes
1843,52,,UK,18.0,128.67,1.0,,Credit Card,No
1844,22,Female,Australia,19.0,104.64,4.0,Yearly,,Yes
1845,31,Male,Usa,49.0,81.37,2.0,Yearly,Credit Card,Yes
1846,66,Male,USA,25.0,71.99,1.0,,PayPal,Yes
1847,33,M,Usa,52.0,93.89,5.0,Monthly,crypto,No
1848,23,M,USA,24.0,68.17,2.0,,PayPal,Yes
1849,51,F,Canada,28.0,75.44,2.0,,Bank Transfer,Yes
1850,43,,UK,48.0,115.78,5.0,,crypto,Yes
1851,18,,,29.0,42.26,2.0,Monthly,PayPal,Yes
1852,,M,USA,54.0,103.83,2.0,monthly,Credit Card,Yes
1853,40,M,india,41.0,67.22,4.0,Monthly,,No
1854,34,,Australia,35.0,57.04,2.0,,,Yes
1855,41,Male,UK,52.0,8.08,0.0,Yearly,,Yes
1856,67,,india,54.0,82.18,2.0,Yearly,crypto,No
1857,64,F,Usa,13.0,85.62,2.0,Yearly,,No
1858,49,,india,30.0,77.34,0.0,,Credit Card,Yes
1859,32,Male,Usa,44.0,83.93,1.0,monthly,Bank Transfer,Yes
1860,35,Male,USA,54.0,64.68,0.0,Monthly,PayPal,No
1861,42,Male,india,38.0,78.77,0.0,Monthly,Credit Card,Yes
1862,44,Female,Canada,54.0,1.42,3.0,,crypto,Yes
1863,39,,UK,35.0,38.09,3.0,monthly,,Yes
